L,a,b,term
41.22,-53.57,23.28,SI
41.22,-20.46,-17.64,SI
20.54,-17.18,-1.47,SI
30.77,-6.44,26.57,SI
30.77,-39.62,10.61,SI
61.7,-36.77,-10.9,SI
71.6,-12.05,-29.46,SI
30.77,-7.86,-33.8,SI
71.6,-34.49,79.15,SI
61.7,-41.11,0.19,SI
20.54,29.26,-25.01,SI
61.7,-13.07,-37.55,SI
30.77,3.1,25.71,SI
41.22,-52.68,3.36,SI
71.6,-41.85,9.77,SI
41.22,-36.33,-13.61,SI
20.54,-9.22,-24.04,SI
30.77,-49.93,6.94,SI
51.57,-15.72,-29.08,SI
20.54,-13.39,-9.92,SI
30.77,0.29,-43.03,SI
61.7,-52.22,16.26,SI
20.54,36.42,-2.08,SI
41.22,33.08,-30.5,SI
51.57,-21.72,-26.63,SI
41.22,-39.09,-8.33,SI
20.54,36.64,9.24,SI
51.57,-40.14,52.84,SI
20.54,-3.09,10.75,SI
71.6,-18.37,-18.07,SI
20.54,10.16,21.44,SI
30.77,-27.32,-6.72,SI
61.7,-22.98,-25.73,SI
81.35,23.67,9.47,SI
51.57,14.19,-39.14,SI
41.22,29.49,-34.06,SI
51.57,-51.99,4.46,SI
30.77,-19.73,-18.89,SI
20.54,-5.36,7.98,SI
20.54,-5.25,-25.49,SI
51.57,35.21,-24.66,SI
41.22,-0.21,42.37,SI
61.7,9.58,-30.64,SI
41.22,-54.08,14.27,SI
41.22,7.17,-48.94,SI
51.57,-36.19,-11.99,SI
30.77,28.16,36.05,SI
20.54,35.97,-6.33,SI
61.7,-39.17,-5.88,SI
20.54,-14.85,15.25,SI
30.77,-29.07,-1.92,SI
20.54,26.82,-27.84,SI
71.6,-40.91,1.15,SI
71.6,0.85,-31.32,SI
20.54,1.58,11.89,SI
30.77,-10.88,-24.2,SI
61.7,-0.04,0.04,SI
81.35,-6.82,-13.92,SI
30.77,-39.23,16.6,SI
20.54,35.44,-10.4,SI
20.54,-27.43,4.26,SI
61.7,-7.92,73.21,SI
30.77,-15.41,-22,SI
30.77,25.75,-49.63,SI
41.22,-41.21,-2.07,SI
30.77,18.18,30.27,SI
51.57,5.33,54.9,SI
51.57,5.02,-48.35,SI
41.22,9.31,37.8,SI
30.77,33.51,-35.69,SI
51.57,-52.69,9.7,SI
51.57,-51.2,-1.36,SI
81.35,-0.24,-24.03,SI
51.57,-27.95,-22.24,SI
30.77,-3.32,26.87,SI
41.22,-14.67,-30.69,SI
20.54,-0.02,0.02,SI
51.57,-38.59,-7,SI
51.57,-11.71,58.46,SI
30.77,-39.18,2.14,SI
71.6,6.22,81.95,SI
41.22,17.04,45.95,SI
61.7,-4.52,-39.18,SI
81.35,-33.04,4.96,SI
20.54,7.63,-35.92,SI
20.54,-9.52,-13.99,SI
20.54,-1.74,11.57,SI
61.7,-16.81,-28.31,SI
30.77,-0.15,26.58,SI
71.6,-41.95,14.43,SI
20.54,-26.87,1.22,SI
61.7,2.64,-39.49,SI
61.7,-29.22,-21.27,SI
61.7,-51.58,26.3,SI
51.57,-0.03,0.04,SI
71.6,-22.32,-14.67,SI
61.7,-33.16,-16.42,SI
81.35,-33.8,12.41,SI
20.54,-16.46,11.28,SI
30.77,-0.02,0.03,SI
71.6,-39.21,-4.56,SI
20.54,-4.47,9.36,SI
15.6,-0.02,0.02,SI
20.54,-15.07,-7.11,SI
81.35,-3.69,100.18,TA
71.6,-14.22,-19.9,SI
71.6,15.62,90.72,TA
20.54,-0.11,12.03,SI
61.7,-51.88,5.51,SI
20.54,-17.18,-1.47,SI
81.35,-17.25,87.99,TA
30.77,-6.44,26.57,SI
61.7,-36.77,-10.9,SI
30.77,-23.96,27.29,SI
81.35,3.22,-14.27,SI
61.7,-41.11,0.19,SI
41.22,-0.03,0.03,SI
41.22,-52.68,3.36,SI
30.77,-49.93,6.94,SI
20.54,-13.39,-9.92,SI
71.6,-25.13,-11.03,SI
20.54,-3.09,10.75,SI
41.22,24.29,-38.02,SI
71.6,32.89,77.02,SI
71.6,29.26,-13.95,SI
51.57,14.19,-39.14,SI
51.57,-51.99,4.46,SI
20.54,-5.36,7.98,SI
61.7,9.58,-30.64,SI
41.22,-54.08,14.27,SI
91.08,-9.03,45.94,TA
61.7,-39.17,-5.88,SI
51.57,22.05,-37.02,SI
20.54,-14.85,15.25,SI
71.6,-40.91,1.15,SI
71.6,0.85,-31.32,SI
30.77,25.75,-49.63,SI
91.08,-9.69,-3.22,SI
51.57,-52.69,9.7,SI
51.57,-51.2,-1.36,SI
81.35,-0.24,-24.03,SI
51.57,-27.95,-22.24,SI
30.77,-3.32,26.87,SI
41.22,-14.67,-30.69,SI
20.54,23.81,-41.87,SI
51.57,-38.59,-7,SI
71.6,30.67,44.56,TA
71.6,-5.09,-30.75,SI
30.77,-39.18,2.14,SI
30.77,-27.26,20.69,SI
61.7,-4.52,-39.18,SI
20.54,7.63,-35.92,SI
20.54,-16.13,-4.67,SI
20.54,-9.52,-13.99,SI
41.22,-24.01,-14.24,SI
30.77,7.86,-43.39,SI
51.57,-11.88,-38.56,SI
20.54,-26.87,1.22,SI
61.7,2.64,-39.49,SI
61.7,-1.4,71.61,SI
61.7,-51.58,26.3,SI
20.54,-17.35,7.46,SI
30.77,-22.84,-15.29,SI
20.54,-11.72,-12.03,SI
41.22,-2.09,-40.81,SI
41.22,-53.43,8.61,SI
51.57,-32.36,-17.71,SI
41.22,-10.54,-39.65,SI
51.57,-52.87,15.46,SI
91.08,-13.24,5.48,SI
71.6,-14.22,-19.9,SI
41.22,20.81,-48.05,SI
30.77,-25.67,-10.89,SI
41.22,-53.57,23.28,SI
41.22,-20.46,-17.64,SI
20.54,-17.18,-1.47,SI
30.77,-39.62,10.61,SI
30.77,-23.96,27.29,SI
30.77,-7.86,-33.8,SI
61.7,-41.11,0.19,SI
61.7,-13.07,-37.55,SI
41.22,-52.68,3.36,SI
71.6,-41.85,9.77,SI
41.22,-36.33,-13.61,SI
51.57,-3.41,-48.08,SI
20.54,-9.22,-24.04,SI
30.77,-49.93,6.94,SI
51.57,-15.72,-29.08,SI
20.54,-13.39,-9.92,SI
30.77,0.29,-43.03,SI
51.57,-21.72,-26.63,SI
41.22,-39.09,-8.33,SI
51.57,-63.28,28.95,SI
30.77,-27.32,-6.72,SI
71.6,32.89,77.02,SI
51.57,-51.99,4.46,SI
30.77,-19.73,-18.89,SI
20.54,-5.36,7.98,SI
20.54,-5.25,-25.49,SI
41.22,7.17,-48.94,SI
51.57,-36.19,-11.99,SI
30.77,-29.07,-1.92,SI
71.6,-40.91,1.15,SI
20.54,1.58,11.89,SI
30.77,-10.88,-24.2,SI
30.77,-39.23,16.6,SI
30.77,-15.41,-22,SI
30.77,25.75,-49.63,SI
41.22,-41.21,-2.07,SI
51.57,5.02,-48.35,SI
41.22,9.31,37.8,SI
51.57,-52.69,9.7,SI
51.57,-51.2,-1.36,SI
30.77,-3.32,26.87,SI
41.22,-14.67,-30.69,SI
30.77,-39.18,2.14,SI
41.22,22.15,41.13,SI
20.54,7.63,-35.92,SI
20.54,-16.13,-4.67,SI
20.54,-27.79,7.33,SI
20.54,-9.52,-13.99,SI
20.54,-1.74,11.57,SI
30.77,-0.15,26.58,SI
41.22,-24.01,-14.24,SI
51.57,-11.88,-38.56,SI
20.54,-26.87,1.22,SI
20.54,0.11,-26.61,SI
51.57,-0.03,0.04,SI
20.54,-17.35,7.46,SI
71.6,-22.32,-14.67,SI
30.77,9.51,37.16,SI
61.7,-33.16,-16.42,SI
30.77,-22.84,-15.29,SI
20.54,-11.72,-12.03,SI
41.22,-2.09,-40.81,SI
41.22,-9.31,43.05,SI
41.22,-53.43,8.61,SI
20.54,-16.46,11.28,SI
30.77,-0.02,0.03,SI
51.57,-52.87,15.46,SI
20.54,-4.47,9.36,SI
15.6,-0.02,0.02,SI
20.54,-15.07,-7.11,SI
20.54,3.62,11.09,SI
41.22,-4.87,43.26,SI
71.6,-14.22,-19.9,SI
41.22,20.81,-48.05,SI
30.77,-13.04,21.97,SI
20.54,-0.11,12.03,SI
30.77,-25.67,-10.89,SI
20.54,13.28,18.21,SI
61.7,-51.88,5.51,SI
20.54,-17.18,-1.47,SI
30.77,-6.44,26.57,SI
30.77,39.78,-27.99,SI
30.77,-39.62,10.61,SI
20.54,15.99,14.49,SI
30.77,-23.96,27.29,SI
30.77,-7.86,-33.8,SI
20.54,23.12,-31.33,SI
61.7,-41.11,0.19,SI
20.54,29.26,-25.01,SI
61.7,-13.07,-37.55,SI
41.22,-0.03,0.03,SI
30.77,3.1,25.71,SI
30.77,13.89,33.8,SI
71.6,-41.85,9.77,SI
41.22,-36.33,-13.61,SI
41.22,-14.57,40.52,SI
20.54,-9.22,-24.04,SI
30.77,-49.93,6.94,SI
20.54,-13.39,-9.92,SI
30.77,0.29,-43.03,SI
61.7,-52.22,16.26,SI
20.54,36.42,-2.08,SI
41.22,4.42,40.43,SI
51.57,-21.72,-26.63,SI
41.22,-39.09,-8.33,SI
20.54,36.64,9.24,SI
61.7,23.29,-23.79,SI
20.54,-3.09,10.75,SI
51.57,48.98,-15.95,SI
20.54,10.16,21.44,SI
30.77,-27.32,-6.72,SI
20.54,25.15,16.6,SI
30.77,-10.05,24.97,SI
61.7,-14.02,73.17,SI
51.57,14.19,-39.14,SI
51.57,-6.4,58.71,SI
30.77,-19.73,-18.89,SI
20.54,-5.36,7.98,SI
51.57,35.21,-24.66,SI
41.22,-0.21,42.37,SI
41.22,-54.08,14.27,SI
41.22,7.17,-48.94,SI
51.57,-36.19,-11.99,SI
30.77,28.16,36.05,SI
51.57,22.05,-37.02,SI
20.54,-14.85,15.25,SI
30.77,-29.07,-1.92,SI
71.6,0.85,-31.32,SI
20.54,1.58,11.89,SI
30.77,-10.88,-24.2,SI
61.7,-0.04,0.04,SI
30.77,-39.23,16.6,SI
20.54,35.44,-10.4,SI
20.54,-27.43,4.26,SI
30.77,-15.41,-22,SI
30.77,25.75,-49.63,SI
41.22,-41.21,-2.07,SI
61.7,-55.94,49.19,SI
30.77,18.18,30.27,SI
51.57,5.33,54.9,SI
41.22,9.31,37.8,SI
51.57,-52.69,9.7,SI
51.57,-51.2,-1.36,SI
51.57,-18.37,55.88,SI
51.57,-27.95,-22.24,SI
30.77,-3.32,26.87,SI
41.22,-14.67,-30.69,SI
20.54,-0.02,0.02,SI
20.54,23.81,-41.87,SI
51.57,-38.59,-7,SI
51.57,-11.71,58.46,SI
30.77,-39.18,2.14,SI
30.77,-27.26,20.69,SI
61.7,-4.52,-39.18,SI
20.54,7.63,-35.92,SI
20.54,-16.13,-4.67,SI
20.54,-27.79,7.33,SI
20.54,-9.52,-13.99,SI
20.54,-1.74,11.57,SI
61.7,-16.81,-28.31,SI
30.77,-0.15,26.58,SI
41.22,-24.01,-14.24,SI
30.77,7.86,-43.39,SI
51.57,-11.88,-38.56,SI
20.54,-26.87,1.22,SI
61.7,2.64,-39.49,SI
41.22,-38.39,31.53,SI
61.7,-29.22,-21.27,SI
20.54,0.11,-26.61,SI
61.7,-51.58,26.3,SI
51.57,-0.03,0.04,SI
61.7,14.45,76.93,SI
61.7,-33.16,-16.42,SI
81.35,21.06,22.4,SI
51.57,-0.48,57.27,SI
30.77,46.08,20.6,SI
71.6,32.18,12.57,SI
81.35,5.82,-13.42,SI
30.77,36.9,-32.14,SI
20.54,-16.46,11.28,SI
51.57,40.53,69.04,SI
81.35,21.03,-9.69,SI
41.22,-10.54,-39.65,SI
61.7,-30.13,65.11,SI
71.6,38.97,-10.98,SI
41.22,46.93,-24.7,SI
20.54,-15.07,-7.11,SI
41.22,-21.08,-28.21,SI
20.54,3.62,11.09,SI
71.6,6.06,-22.71,SI
41.22,-4.87,43.26,SI
30.77,-13.04,21.97,SI
20.54,-0.11,12.03,SI
30.77,-25.67,-10.89,SI
20.54,13.28,18.21,SI
61.7,-51.88,5.51,SI
41.22,-20.46,-17.64,SI
30.77,-6.44,26.57,SI
30.77,39.78,-27.99,SI
20.54,15.99,14.49,SI
61.7,-36.77,-10.9,SI
71.6,-12.05,-29.46,SI
20.54,23.12,-31.33,SI
71.6,-41.54,5.41,SI
61.7,-13.07,-37.55,SI
41.22,-0.03,0.03,SI
30.77,3.1,25.71,SI
41.22,-52.68,3.36,SI
30.77,13.89,33.8,SI
71.6,-41.85,9.77,SI
51.57,-3.41,-48.08,SI
41.22,-14.57,40.52,SI
51.57,-15.72,-29.08,SI
20.54,-13.39,-9.92,SI
41.22,-19.48,36.56,SI
81.35,-16.44,-9.33,SI
61.7,-52.22,16.26,SI
20.54,36.42,-2.08,SI
51.57,-21.72,-26.63,SI
20.54,-3.09,10.75,SI
20.54,10.16,21.44,SI
20.54,25.15,16.6,SI
61.7,-22.98,-25.73,SI
51.57,-51.99,4.46,SI
51.57,-6.4,58.71,SI
20.54,-5.36,7.98,SI
81.35,-33.63,8.67,SI
41.22,-0.21,42.37,SI
61.7,9.58,-30.64,SI
41.22,-54.08,14.27,SI
20.54,-14.85,15.25,SI
20.54,26.82,-27.84,SI
81.35,-42.41,23.78,SI
71.6,-40.91,1.15,SI
71.6,0.85,-31.32,SI
20.54,1.58,11.89,SI
61.7,-0.04,0.04,SI
81.35,-6.82,-13.92,SI
71.6,-51.55,27.69,SI
30.77,18.18,30.27,SI
41.22,9.31,37.8,SI
51.57,-52.69,9.7,SI
71.6,-0.04,0.05,SI
91.08,5.54,4.46,SI
51.57,-18.37,55.88,SI
61.7,20.07,-26.92,SI
30.77,-3.32,26.87,SI
61.7,-52.09,10.63,SI
20.54,-0.02,0.02,SI
51.57,-38.59,-7,SI
51.57,-11.71,58.46,SI
71.6,-5.09,-30.75,SI
30.77,42.44,-23.6,SI
41.22,17.04,45.95,SI
61.7,-4.52,-39.18,SI
61.7,-46.97,64.65,SI
20.54,7.63,-35.92,SI
20.54,-16.13,-4.67,SI
20.54,-27.79,7.33,SI
20.54,-9.52,-13.99,SI
20.54,-1.74,11.57,SI
61.7,-16.81,-28.31,SI
51.57,31.24,-29.94,SI
41.22,-24.01,-14.24,SI
30.77,7.86,-43.39,SI
51.57,-11.88,-38.56,SI
20.54,-26.87,1.22,SI
61.7,2.64,-39.49,SI
41.22,-38.39,31.53,SI
61.7,-29.22,-21.27,SI
20.54,0.11,-26.61,SI
61.7,-51.58,26.3,SI
20.54,-17.35,7.46,SI
71.6,-22.32,-14.67,SI
41.22,-33.18,41.15,SI
61.7,-33.16,-16.42,SI
30.77,-22.84,-15.29,SI
20.54,-11.72,-12.03,SI
61.7,15.28,-29.05,SI
41.22,-2.09,-40.81,SI
41.22,-53.43,8.61,SI
20.54,-16.46,11.28,SI
51.57,-32.36,-17.71,SI
30.77,-0.02,0.03,SI
41.22,-10.54,-39.65,SI
51.57,-52.87,15.46,SI
20.54,-4.47,9.36,SI
15.6,-0.02,0.02,SI
20.54,-15.07,-7.11,SI
41.22,-21.08,-28.21,SI
20.54,3.62,11.09,SI
30.77,28.36,-39.75,SI
41.22,20.81,-48.05,SI
71.6,15.62,90.72,SI
20.54,-0.11,12.03,SI
30.77,-25.67,-10.89,SI
81.35,-10.44,-12.79,SI
41.22,-53.57,23.28,SI
41.22,-20.46,-17.64,SI
20.54,-17.18,-1.47,SI
30.77,-6.44,26.57,SI
20.54,15.99,14.49,SI
30.77,-7.86,-33.8,SI
20.54,23.12,-31.33,SI
20.54,29.26,-25.01,SI
61.7,-13.07,-37.55,SI
41.22,-0.03,0.03,SI
30.77,3.1,25.71,SI
41.22,-52.68,3.36,SI
41.22,-36.33,-13.61,SI
51.57,-3.41,-48.08,SI
20.54,-9.22,-24.04,SI
20.54,-13.39,-9.92,SI
30.77,0.29,-43.03,SI
41.22,33.08,-30.5,SI
51.57,-21.72,-26.63,SI
41.22,-39.09,-8.33,SI
71.6,-18.37,-18.07,SI
41.22,24.29,-38.02,SI
30.77,-27.32,-6.72,SI
71.6,32.89,77.02,SI
51.57,14.19,-39.14,SI
30.77,-19.73,-18.89,SI
20.54,-5.25,-25.49,SI
61.7,9.58,-30.64,SI
41.22,-54.08,14.27,SI
41.22,7.17,-48.94,SI
51.57,-36.19,-11.99,SI
61.7,-39.17,-5.88,SI
30.77,-29.07,-1.92,SI
30.77,-10.88,-24.2,SI
30.77,-39.23,16.6,SI
20.54,-27.43,4.26,SI
30.77,-15.41,-22,SI
30.77,25.75,-49.63,SI
41.22,-41.21,-2.07,SI
71.6,-27.52,-7.11,SI
51.57,5.02,-48.35,SI
30.77,33.51,-35.69,SI
51.57,-51.2,-1.36,SI
51.57,-27.95,-22.24,SI
41.22,-14.67,-30.69,SI
20.54,-0.02,0.02,SI
20.54,23.81,-41.87,SI
51.57,-38.59,-7,SI
30.77,-39.18,2.14,SI
71.6,6.22,81.95,SI
61.7,-4.52,-39.18,SI
20.54,7.63,-35.92,SI
20.54,-9.52,-13.99,SI
20.54,-1.74,11.57,SI
30.77,-0.15,26.58,SI
51.57,-0.03,0.04,SI
20.54,-11.72,-12.03,SI
20.54,-16.46,11.28,SI
30.77,-0.02,0.03,SI
20.54,-4.47,9.36,SI
15.6,-0.02,0.02,SI
20.54,-15.07,-7.11,SI
20.54,3.62,11.09,SI
30.77,-13.04,21.97,SI
20.54,-0.11,12.03,SI
20.54,13.28,18.21,SI
41.22,-20.46,-17.64,SI
20.54,-17.18,-1.47,SI
30.77,-6.44,26.57,SI
30.77,-39.62,10.61,SI
20.54,29.26,-25.01,SI
41.22,-0.03,0.03,SI
30.77,3.1,25.71,SI
30.77,13.89,33.8,SI
20.54,-9.22,-24.04,SI
20.54,-13.39,-9.92,SI
20.54,-3.09,10.75,SI
20.54,10.16,21.44,SI
41.22,24.29,-38.02,SI
30.77,-10.05,24.97,SI
20.54,-5.36,7.98,SI
41.22,-0.21,42.37,SI
20.54,-14.85,15.25,SI
20.54,1.58,11.89,SI
20.54,-27.43,4.26,SI
41.22,9.31,37.8,SI
30.77,-3.32,26.87,SI
20.54,-0.02,0.02,SI
30.77,-27.26,20.69,SI
61.7,-4.52,-39.18,SI
81.35,-33.04,4.96,SI
20.54,-16.13,-4.67,SI
20.54,-9.52,-13.99,SI
61.7,-16.81,-28.31,SI
41.22,-24.01,-14.24,SI
30.77,7.86,-43.39,SI
51.57,-11.88,-38.56,SI
41.22,-38.39,31.53,SI
61.7,-51.58,26.3,SI
61.7,-33.16,-16.42,SI
30.77,-22.84,-15.29,SI
20.54,-11.72,-12.03,SI
41.22,-2.09,-40.81,SI
81.35,-33.8,12.41,SI
41.22,-53.43,8.61,SI
20.54,-16.46,11.28,SI
51.57,-32.36,-17.71,SI
30.77,-0.02,0.03,SI
41.22,-10.54,-39.65,SI
71.6,-39.21,-4.56,SI
51.57,-52.87,15.46,SI
20.54,-15.07,-7.11,SI
41.22,-21.08,-28.21,SI
81.35,-21.19,-1.35,SI
71.6,-14.22,-19.9,SI
41.22,20.81,-48.05,SI
30.77,-25.67,-10.89,SI
61.7,-51.88,5.51,SI
41.22,-53.57,23.28,SI
41.22,-20.46,-17.64,SI
20.54,-17.18,-1.47,SI
30.77,-39.62,10.61,SI
61.7,-36.77,-10.9,SI
30.77,-7.86,-33.8,SI
20.54,23.12,-31.33,SI
71.6,-41.54,5.41,SI
61.7,-41.11,0.19,SI
81.35,-38.45,34.02,SI
61.7,-13.07,-37.55,SI
41.22,-52.68,3.36,SI
71.6,-41.85,9.77,SI
41.22,-36.33,-13.61,SI
51.57,-3.41,-48.08,SI
41.22,-14.57,40.52,SI
30.77,-49.93,6.94,SI
51.57,-15.72,-29.08,SI
30.77,0.29,-43.03,SI
61.7,-52.22,16.26,SI
51.57,19.79,58.75,SI
51.57,-21.72,-26.63,SI
41.22,-39.09,-8.33,SI
71.6,-18.37,-18.07,SI
51.57,-63.28,28.95,SI
30.77,-27.32,-6.72,SI
61.7,-22.98,-25.73,SI
51.57,-51.99,4.46,SI
30.77,-19.73,-18.89,SI
20.54,-5.25,-25.49,SI
81.35,-33.63,8.67,SI
41.22,-54.08,14.27,SI
41.22,7.17,-48.94,SI
51.57,-36.19,-11.99,SI
61.7,-39.17,-5.88,SI
30.77,-29.07,-1.92,SI
71.6,-40.91,1.15,SI
30.77,-10.88,-24.2,SI
30.77,-39.23,16.6,SI
71.6,-51.55,27.69,SI
20.54,-27.43,4.26,SI
30.77,-15.41,-22,SI
41.22,-41.21,-2.07,SI
61.7,-55.94,49.19,SI
71.6,-27.52,-7.11,SI
51.57,5.02,-48.35,SI
51.57,-52.69,9.7,SI
51.57,-51.2,-1.36,SI
51.57,-27.95,-22.24,SI
61.7,-52.09,10.63,SI
41.22,-14.67,-30.69,SI
20.54,23.81,-41.87,SI
71.6,-46.7,41.31,SI
51.57,-38.59,-7,SI
71.6,-5.09,-30.75,SI
30.77,-39.18,2.14,SI
30.77,-27.26,20.69,SI
61.7,-4.52,-39.18,SI
41.22,22.15,41.13,SI
20.54,7.63,-35.92,SI
81.35,-10.94,87.9,SI
20.54,-27.79,7.33,SI
61.7,46.38,35.47,SI
20.54,-1.74,11.57,SI
91.08,-5.25,45.24,SI
41.22,-24.01,-14.24,SI
71.6,38.22,29.22,SI
20.54,-26.87,1.22,SI
61.7,-1.4,71.61,SI
51.57,-0.03,0.04,SI
20.54,22.74,-16.65,SI
30.77,-22.84,-15.29,SI
41.22,-9.31,43.05,SI
41.22,-53.43,8.61,SI
20.54,-15.07,-7.11,SI
41.22,-21.08,-28.21,SI
71.6,6.06,-22.71,SI
41.22,-20.46,-17.64,SI
20.54,-17.18,-1.47,SI
30.77,39.78,-27.99,SI
30.77,-7.86,-33.8,SI
20.54,23.12,-31.33,SI
20.54,29.26,-25.01,SI
41.22,-36.33,-13.61,SI
51.57,-3.41,-48.08,SI
20.54,-13.39,-9.92,SI
30.77,0.29,-43.03,SI
51.57,-21.72,-26.63,SI
51.57,27.4,-33.72,SI
41.22,24.29,-38.02,SI
30.77,-27.32,-6.72,SI
30.77,-19.73,-18.89,SI
41.22,-54.08,14.27,SI
41.22,7.17,-48.94,SI
51.57,22.05,-37.02,SI
30.77,-29.07,-1.92,SI
30.77,-10.88,-24.2,SI
20.54,35.44,-10.4,SI
20.54,-27.43,4.26,SI
30.77,-15.41,-22,SI
30.77,25.75,-49.63,SI
41.22,-41.21,-2.07,SI
51.57,5.02,-48.35,SI
30.77,33.51,-35.69,SI
51.57,-18.37,55.88,SI
51.57,-27.95,-22.24,SI
41.22,-14.67,-30.69,SI
51.57,-38.59,-7,SI
30.77,-39.18,2.14,SI
30.77,-27.26,20.69,SI
20.54,7.63,-35.92,SI
20.54,-16.13,-4.67,SI
20.54,-27.79,7.33,SI
20.54,-9.52,-13.99,SI
61.7,-16.81,-28.31,SI
41.22,-24.01,-14.24,SI
30.77,7.86,-43.39,SI
51.57,-11.88,-38.56,SI
20.54,-26.87,1.22,SI
61.7,-29.22,-21.27,SI
20.54,0.11,-26.61,SI
20.54,-17.35,7.46,SI
71.6,-22.32,-14.67,SI
41.22,-33.18,41.15,SI
30.77,-22.84,-15.29,SI
20.54,-11.72,-12.03,SI
41.22,-2.09,-40.81,SI
41.22,-53.43,8.61,SI
20.54,-16.46,11.28,SI
51.57,-32.36,-17.71,SI
30.77,-0.02,0.03,SI
20.54,-4.47,9.36,SI
15.6,-0.02,0.02,SI
20.54,-15.07,-7.11,SI
41.22,-21.08,-28.21,SI
81.35,-21.19,-1.35,SI
30.77,-13.04,21.97,SI
20.54,-0.11,12.03,SI
20.54,13.28,18.21,SI
41.22,-20.46,-17.64,SI
20.54,-17.18,-1.47,SI
30.77,-6.44,26.57,SI
30.77,-39.62,10.61,SI
30.77,-7.86,-33.8,SI
20.54,23.12,-31.33,SI
61.7,-41.11,0.19,SI
20.54,29.26,-25.01,SI
61.7,-13.07,-37.55,SI
30.77,3.1,25.71,SI
41.22,-36.33,-13.61,SI
51.57,-3.41,-48.08,SI
41.22,-14.57,40.52,SI
30.77,-49.93,6.94,SI
30.77,0.29,-43.03,SI
51.57,-40.14,52.84,SI
30.77,-27.32,-6.72,SI
41.22,29.49,-34.06,SI
30.77,-19.73,-18.89,SI
20.54,-5.25,-25.49,SI
41.22,-54.08,14.27,SI
41.22,7.17,-48.94,SI
51.57,-36.19,-11.99,SI
51.57,22.05,-37.02,SI
30.77,-29.07,-1.92,SI
30.77,-10.88,-24.2,SI
61.7,-0.04,0.04,SI
30.77,-39.23,16.6,SI
20.54,-27.43,4.26,SI
30.77,-15.41,-22,SI
30.77,25.75,-49.63,SI
71.6,-27.52,-7.11,SI
51.57,-27.95,-22.24,SI
61.7,-52.09,10.63,SI
20.54,23.81,-41.87,SI
51.57,-38.59,-7,SI
30.77,-39.18,2.14,SI
41.22,36.48,-25.75,BA
91.08,-12.17,45.9,BA
61.7,-4.52,-39.18,TA
81.35,-33.04,4.96,TA
61.7,-46.97,64.65,TA
20.54,7.63,-35.92,TA
20.54,-16.13,-4.67,TA
20.54,-27.79,7.33,TA
20.54,-9.52,-13.99,TA
61.7,-16.81,-28.31,TA
51.57,-56.86,49.22,TA
41.22,-24.01,-14.24,TA
71.6,-41.95,14.43,TA
81.35,-18.27,-7.01,TA
71.6,-40.28,53.23,TA
51.57,-11.88,-38.56,TA
20.54,-26.87,1.22,TA
61.7,2.64,-39.49,TA
41.22,-38.39,31.53,TA
61.7,-29.22,-21.27,TA
20.54,0.11,-26.61,TA
61.7,-51.58,26.3,TA
20.54,-17.35,7.46,TA
71.6,-22.32,-14.67,TA
20.54,22.74,-16.65,TA
41.22,-33.18,41.15,TA
61.7,-33.16,-16.42,TA
30.77,-22.84,-15.29,TA
20.54,-11.72,-12.03,TA
41.22,-2.09,-40.81,TA
81.35,-33.8,12.41,TA
20.54,36.82,3.13,TA
41.22,-53.43,8.61,TA
81.35,-13.22,-11.59,TA
20.54,-16.46,11.28,TA
51.57,-32.36,-17.71,TA
41.22,-10.54,-39.65,TA
71.6,-39.21,-4.56,TA
51.57,-52.87,15.46,TA
20.54,-15.07,-7.11,TA
41.22,-21.08,-28.21,TA
30.77,28.36,-39.75,TA
81.35,-21.19,-1.35,TA
30.77,-25.67,-10.89,TA
61.7,-51.88,5.51,TA
41.22,-53.57,23.28,TA
41.22,-20.46,-17.64,TA
20.54,-17.18,-1.47,TA
30.77,-39.62,10.61,TA
61.7,-36.77,-10.9,TA
30.77,-23.96,27.29,TA
71.6,-41.54,5.41,TA
61.7,-41.11,0.19,TA
61.7,-13.07,-37.55,TA
41.22,-52.68,3.36,TA
71.6,-41.85,9.77,TA
41.22,-36.33,-13.61,TA
30.77,-49.93,6.94,TA
41.22,-19.48,36.56,TA
81.35,-16.44,-9.33,TA
30.77,0.29,-43.03,TA
61.7,-52.22,16.26,TA
71.6,-25.13,-11.03,TA
51.57,-21.72,-26.63,TA
41.22,-39.09,-8.33,TA
51.57,-40.14,52.84,TA
81.35,-32.18,1.81,TA
91.08,-13.13,7.63,TA
71.6,-18.37,-18.07,TA
51.57,-63.28,28.95,TA
30.77,-27.32,-6.72,TA
61.7,-22.98,-25.73,TA
71.6,29.26,-13.95,TA
61.7,-14.02,73.17,TA
51.57,-51.99,4.46,TA
30.77,-19.73,-18.89,TA
81.35,-33.63,8.67,TA
41.22,-54.08,14.27,TA
61.7,-21.81,70.54,TA
51.57,-36.19,-11.99,TA
30.77,28.16,36.05,TA
61.7,-39.17,-5.88,TA
30.77,-29.07,-1.92,TA
81.35,-42.41,23.78,TA
71.6,-40.91,1.15,TA
30.77,-10.88,-24.2,TA
30.77,-39.23,16.6,TA
71.6,-51.55,27.69,TA
20.54,-27.43,4.26,TA
61.7,-7.92,73.21,TA
30.77,-15.41,-22,TA
51.57,-25.02,50.55,TA
41.22,-41.21,-2.07,TA
61.7,-55.94,49.19,TA
71.6,-27.52,-7.11,TA
51.57,5.02,-48.35,TA
