L,a,b,term
20.54,-27.43,4.26,S
30.77,-15.41,-22,S
30.77,25.75,-49.63,S
51.57,-25.02,50.55,S
41.22,-41.21,-2.07,S
61.7,-55.94,49.19,S
71.6,-27.52,-7.11,S
51.57,5.02,-48.35,S
51.57,-52.69,9.7,S
51.57,-51.2,-1.36,S
51.57,-18.37,55.88,S
81.35,-40.58,54.46,S
51.57,-27.95,-22.24,S
61.7,-52.09,10.63,S
41.22,-14.67,-30.69,S
20.54,-0.02,0.02,*
20.54,23.81,-41.87,*
71.6,-46.7,41.31,S
51.57,-38.59,-7,S
71.6,-5.09,-30.75,S
30.77,-39.18,2.14,S
30.77,-27.26,20.69,S
61.7,-4.52,-39.18,S
81.35,-33.04,4.96,S
61.7,-46.97,64.65,S
20.54,7.63,-35.92,S
20.54,-16.13,-4.67,S
20.54,-27.79,7.33,S
81.35,18.74,-12.74,S
61.7,-16.81,-28.31,S
51.57,-56.86,49.22,S
30.77,7.86,-43.39,S
71.6,-41.95,14.43,S
81.35,-18.27,-7.01,S
71.6,-40.28,53.23,S
51.57,-11.88,-38.56,S
61.7,2.64,-39.49,S
41.22,-38.39,31.53,S
61.7,-29.22,-21.27,S
20.54,0.11,-26.61,S
61.7,-51.58,26.3,S
20.54,-17.35,7.46,S
71.6,-22.32,-14.67,S
41.22,-33.18,41.15,S
61.7,-33.16,-16.42,S
30.77,-22.84,-15.29,S
20.54,-11.72,-12.03,S
61.7,15.28,-29.05,S
41.22,-2.09,-40.81,S
81.35,-33.8,12.41,S
41.22,-9.31,43.05,S
41.22,-53.43,8.61,S
81.35,-13.22,-11.59,S
20.54,-16.46,11.28,S
51.57,-32.36,-17.71,S
41.22,-10.54,-39.65,S
71.6,-39.21,-4.56,S
51.57,-52.87,15.46,S
20.54,-15.07,-7.11,S
41.22,-21.08,-28.21,S
30.77,28.36,-39.75,S
81.35,-21.19,-1.35,S
71.6,-14.22,-19.9,S
41.22,20.81,-48.05,S
30.77,-13.04,21.97,S
30.77,-25.67,-10.89,S
81.35,-10.44,-12.79,S
61.7,-51.88,5.51,S
41.22,-53.57,23.28,S
41.22,-20.46,-17.64,S
20.54,-17.18,-1.47,S
30.77,-6.44,26.57,S
30.77,-39.62,10.61,S
61.7,-36.77,-10.9,S
30.77,-23.96,27.29,S
71.6,-12.05,-29.46,S
30.77,-7.86,-33.8,S
20.54,23.12,-31.33,S
71.6,-41.54,5.41,S
61.7,-41.11,0.19,S
81.35,-38.45,34.02,S
61.7,-13.07,-37.55,S
41.22,-52.68,3.36,S
71.6,-41.85,9.77,S
41.22,-36.33,-13.61,S
51.57,-3.41,-48.08,S
20.54,-9.22,-24.04,S
30.77,-49.93,6.94,S
51.57,-15.72,-29.08,S
20.54,-13.39,-9.92,S
41.22,-19.48,36.56,S
81.35,-16.44,-9.33,S
30.77,0.29,-43.03,S
61.7,-52.22,16.26,S
41.22,33.08,-30.5,S
71.6,-25.13,-11.03,S
51.57,-21.72,-26.63,S
41.22,-39.09,-8.33,S
51.57,-40.14,52.84,S
81.35,-32.18,1.81,S
71.6,-18.37,-18.07,S
51.57,-63.28,28.95,S
41.22,24.29,-38.02,S
30.77,-27.32,-6.72,S
61.7,-22.98,-25.73,S
71.6,10.25,-21.6,S
30.77,-10.05,24.97,S
51.57,14.19,-39.14,S
41.22,29.49,-34.06,S
51.57,-51.99,4.46,S
30.77,-19.73,-18.89,S
20.54,-5.25,-25.49,S
81.35,-33.63,8.67,S
61.7,9.58,-30.64,S
41.22,-54.08,14.27,S
41.22,7.17,-48.94,S
51.57,-36.19,-11.99,S
91.08,-6.32,-5.08,S
61.7,-39.17,-5.88,S
51.57,22.05,-37.02,S
20.54,-14.85,15.25,S
30.77,-29.07,-1.92,S
20.54,26.82,-27.84,S
81.35,-42.41,23.78,S
71.6,-40.91,1.15,S
71.6,0.85,-31.32,S
30.77,-10.88,-24.2,S
81.35,-6.82,-13.92,S
30.77,-39.23,16.6,S
71.6,-51.55,27.69,S
20.54,-27.43,4.26,S
30.77,-15.41,-22,S
30.77,25.75,-49.63,S
51.57,-25.02,50.55,S
41.22,-41.21,-2.07,S
61.7,-55.94,49.19,S
71.6,-27.52,-7.11,S
51.57,5.02,-48.35,S
51.57,-52.69,9.7,S
51.57,-51.2,-1.36,S
81.35,-0.24,-24.03,S
51.57,-18.37,55.88,S
81.35,-40.58,54.46,S
51.57,-27.95,-22.24,S
61.7,-52.09,10.63,S
41.22,-14.67,-30.69,S
20.54,23.81,-41.87,S
71.6,-46.7,41.31,S
51.57,-38.59,-7,S
71.6,-5.09,-30.75,S
30.77,-39.18,2.14,S
30.77,-27.26,20.69,S
61.7,-4.52,-39.18,S
81.35,-33.04,4.96,S
61.7,-46.97,64.65,S
41.22,22.15,41.13,S
20.54,-16.13,-4.67,S
20.54,-9.52,-13.99,S
61.7,-16.81,-28.31,S
51.57,-56.86,49.22,S
41.22,-24.01,-14.24,S
71.6,-41.95,14.43,S
71.6,-40.28,53.23,S
51.57,-11.88,-38.56,S
61.7,-29.22,-21.27,S
20.54,0.11,-26.61,S
61.7,-51.58,26.3,S
71.6,-22.32,-14.67,S
41.22,-33.18,41.15,S
61.7,-33.16,-16.42,S
30.77,-22.84,-15.29,S
20.54,-11.72,-12.03,S
61.7,15.28,-29.05,S
41.22,-2.09,-40.81,S
81.35,-33.8,12.41,S
41.22,-53.43,8.61,S
20.54,-16.46,11.28,S
51.57,-32.36,-17.71,S
41.22,-10.54,-39.65,S
71.6,-39.21,-4.56,S
51.57,-52.87,15.46,S
20.54,-15.07,-7.11,S
41.22,-21.08,-28.21,S
91.08,-13.24,5.48,S
81.35,-21.19,-1.35,S
71.6,-14.22,-19.9,S
41.22,20.81,-48.05,S
30.77,-25.67,-10.89,S
41.22,-53.57,23.28,S
41.22,-20.46,-17.64,S
20.54,-17.18,-1.47,S
61.7,-36.77,-10.9,S
71.6,-12.05,-29.46,S
30.77,-7.86,-33.8,S
81.35,3.22,-14.27,S
20.54,23.12,-31.33,S
71.6,-41.54,5.41,S
61.7,-41.11,0.19,S
81.35,-38.45,34.02,S
71.6,31.7,17.23,S
61.7,-13.07,-37.55,S
41.22,-52.68,3.36,S
81.35,23.82,2.52,S
71.6,-41.85,9.77,S
41.22,-36.33,-13.61,S
51.57,-3.41,-48.08,S
20.54,-9.22,-24.04,S
30.77,-49.93,6.94,S
51.57,-15.72,-29.08,S
30.77,0.29,-43.03,S
61.7,-52.22,16.26,S
41.22,33.08,-30.5,S
71.6,-25.13,-11.03,S
51.57,-21.72,-26.63,S
41.22,-39.09,-8.33,S
51.57,-40.14,52.84,S
81.35,-32.18,1.81,S
71.6,-18.37,-18.07,S
51.57,-63.28,28.95,S
41.22,24.29,-38.02,S
30.77,-27.32,-6.72,S
61.7,-22.98,-25.73,S
81.35,-26.04,85.63,S
51.57,14.19,-39.14,S
41.22,29.49,-34.06,S
51.57,-51.99,4.46,S
61.7,9.58,-30.64,S
41.22,-54.08,14.27,S
41.22,7.17,-48.94,S
51.57,-36.19,-11.99,S
61.7,-39.17,-5.88,S
30.77,-29.07,-1.92,S
71.6,-40.91,1.15,S
71.6,0.85,-31.32,S
30.77,-10.88,-24.2,S
30.77,-39.23,16.6,S
71.6,-51.55,27.69,S
20.54,-27.43,4.26,S
61.7,-7.92,73.21,S
30.77,-15.41,-22,S
30.77,25.75,-49.63,S
41.22,-41.21,-2.07,S
71.6,-27.52,-7.11,S
51.57,5.02,-48.35,S
30.77,33.51,-35.69,S
51.57,-52.69,9.7,S
51.57,-51.2,-1.36,S
81.35,-40.58,54.46,S
61.7,-52.09,10.63,S
41.22,-14.67,-30.69,S
20.54,23.81,-41.87,S
71.6,-46.7,41.31,S
51.57,-38.59,-7,S
71.6,-5.09,-30.75,S
30.77,-39.18,2.14,S
30.77,-27.26,20.69,S
61.7,-4.52,-39.18,S
81.35,-19.64,-4.3,S
20.54,24.14,-14.33,S
81.35,-33.04,4.96,S
61.7,-46.97,64.65,S
20.54,7.63,-35.92,S
20.54,-16.13,-4.67,S
20.54,-9.52,-13.99,S
61.7,-16.81,-28.31,S
51.57,-56.86,49.22,S
51.57,31.24,-29.94,S
41.22,-24.01,-14.24,S
30.77,7.86,-43.39,S
71.6,-41.95,14.43,S
81.35,-18.27,-7.01,S
51.57,-11.88,-38.56,S
20.54,-26.87,1.22,S
61.7,2.64,-39.49,S
41.22,-38.39,31.53,S
61.7,-29.22,-21.27,S
20.54,0.11,-26.61,S
61.7,-51.58,26.3,S
41.22,-33.18,41.15,S
61.7,-33.16,-16.42,S
30.77,-22.84,-15.29,S
20.54,-11.72,-12.03,S
61.7,15.28,-29.05,S
41.22,-2.09,-40.81,S
81.35,-33.8,12.41,S
41.22,-9.31,43.05,S
41.22,-53.43,8.61,S
30.77,36.9,-32.14,S
20.54,-16.46,11.28,S
51.57,-32.36,-17.71,S
81.35,21.03,-9.69,S
41.22,-10.54,-39.65,S
51.57,-52.87,15.46,S
20.54,-15.07,-7.11,S
41.22,-21.08,-28.21,S
41.22,-4.87,43.26,S
71.6,-14.22,-19.9,S
41.22,20.81,-48.05,S
30.77,-13.04,21.97,S
61.7,-51.88,5.51,S
41.22,-53.57,23.28,S
41.22,-20.46,-17.64,S
20.54,-17.18,-1.47,S
30.77,-39.62,10.61,S
61.7,-36.77,-10.9,S
30.77,-23.96,27.29,S
30.77,-7.86,-33.8,S
71.6,-34.49,79.15,S
20.54,23.12,-31.33,S
71.6,-41.54,5.41,S
61.7,-41.11,0.19,S
81.35,-38.45,34.02,S
61.7,-13.07,-37.55,S
41.22,-0.03,0.03,S
30.77,13.89,33.8,S
71.6,-41.85,9.77,S
41.22,-36.33,-13.61,S
51.57,-3.41,-48.08,S
41.22,-14.57,40.52,S
20.54,-9.22,-24.04,S
30.77,-49.93,6.94,S
51.57,-15.72,-29.08,S
20.54,-13.39,-9.92,S
41.22,-19.48,36.56,S
30.77,0.29,-43.03,S
61.7,-52.22,16.26,S
41.22,33.08,-30.5,S
71.6,-25.13,-11.03,S
81.35,-5.05,-23.28,S
41.22,-39.09,-8.33,S
51.57,27.4,-33.72,S
51.57,-40.14,52.84,S
51.57,-63.28,28.95,S
41.22,24.29,-38.02,S
30.77,-27.32,-6.72,S
61.7,-22.98,-25.73,S
81.35,-26.04,85.63,S
30.77,-10.05,24.97,S
51.57,14.19,-39.14,S
41.22,29.49,-34.06,S
51.57,-51.99,4.46,S
30.77,-19.73,-18.89,S
20.54,-5.36,7.98,S
20.54,-5.25,-25.49,S
81.35,-33.63,8.67,S
61.7,9.58,-30.64,S
41.22,-54.08,14.27,S
41.22,7.17,-48.94,S
51.57,-36.19,-11.99,S
20.54,35.97,-6.33,S
51.57,22.05,-37.02,S
30.77,-29.07,-1.92,S
81.35,-42.41,23.78,S
71.6,-40.91,1.15,S
30.77,-10.88,-24.2,S
81.35,-6.82,-13.92,S
30.77,-39.23,16.6,S
71.6,-51.55,27.69,S
20.54,-27.43,4.26,S
30.77,-15.41,-22,S
30.77,25.75,-49.63,S
41.22,-41.21,-2.07,S
61.7,-55.94,49.19,S
71.6,-27.52,-7.11,S
51.57,5.02,-48.35,S
51.57,-52.69,9.7,S
51.57,-51.2,-1.36,S
51.57,-18.37,55.88,S
81.35,-40.58,54.46,S
51.57,-27.95,-22.24,S
61.7,-52.09,10.63,S
41.22,-14.67,-30.69,S
20.54,23.81,-41.87,S
71.6,-46.7,41.31,S
71.6,-5.09,-30.75,S
30.77,-39.18,2.14,S
30.77,-27.26,20.69,S
41.22,22.15,41.13,G
20.54,-1.74,11.57,G
30.77,-0.15,26.58,G
51.57,29.45,64.44,G
61.7,37.1,-18.34,G
51.57,-0.03,0.04,G
20.54,-17.35,7.46,G
30.77,9.51,37.16,G
41.22,-9.31,43.05,G
30.77,-0.02,0.03,G
20.54,-4.47,9.36,G
15.6,-0.02,0.02,G
20.54,3.62,11.09,G
20.54,-0.11,12.03,G
20.54,13.28,18.21,G
20.54,-17.18,-1.47,G
30.77,-6.44,26.57,G
20.54,15.99,14.49,G
30.77,-23.96,27.29,G
41.22,-0.03,0.03,G
30.77,3.1,25.71,G
30.77,13.89,33.8,G
41.22,-14.57,40.52,G
41.22,4.42,40.43,G
20.54,-3.09,10.75,G
20.54,10.16,21.44,G
30.77,-10.05,24.97,G
20.54,-5.36,7.98,G
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,G
20.54,26.82,-27.84,G
20.54,1.58,11.89,G
61.7,-0.04,0.04,G
30.77,18.18,30.27,S
41.22,9.31,37.8,G
30.77,-3.32,26.87,G
20.54,-0.02,0.02,G
20.54,-1.74,11.57,S
30.77,-0.15,26.58,S
20.54,-26.87,1.22,S
20.54,-17.35,7.46,S
30.77,9.51,37.16,S
41.22,-9.31,43.05,S
20.54,-16.46,11.28,S
30.77,-0.02,0.03,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,3.62,11.09,S
71.6,16.13,-17.52,S
41.22,-4.87,43.26,S
30.77,-13.04,21.97,S
20.54,-0.11,12.03,S
20.54,13.28,18.21,S
30.77,-6.44,26.57,S
20.54,15.99,14.49,S
30.77,-23.96,27.29,S
71.6,31.7,17.23,S
41.22,-0.03,0.03,S
30.77,3.1,25.71,S
30.77,13.89,33.8,S
41.22,-14.57,40.52,S
20.54,-13.39,-9.92,S
81.35,-16.44,-9.33,S
51.57,19.79,58.75,S
20.54,-3.09,10.75,S
81.35,23.18,13.11,S
20.54,10.16,21.44,S
51.57,13.12,63.99,S
61.7,-22.98,-25.73,S
71.6,10.25,-21.6,S
30.77,-10.05,24.97,S
20.54,-5.36,7.98,S
41.22,-0.21,42.37,S
30.77,28.16,36.05,S
20.54,-14.85,15.25,S
20.54,1.58,11.89,S
61.7,-0.04,0.04,S
30.77,18.18,30.27,S
41.22,9.31,37.8,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
41.22,17.04,45.95,S
20.54,24.14,-14.33,S
41.22,22.15,41.13,S
20.54,7.63,-35.92,S
20.54,-9.52,-13.99,S
20.54,-1.74,11.57,S
30.77,-0.15,26.58,S
20.54,-26.87,1.22,S
20.54,0.11,-26.61,S
51.57,-0.03,0.04,S
20.54,-17.35,7.46,S
20.54,22.74,-16.65,S
30.77,9.51,37.16,S
51.57,-0.48,57.27,S
41.22,-9.31,43.05,S
20.54,36.82,3.13,S
20.54,-16.46,11.28,S
30.77,-0.02,0.03,S
61.7,-30.13,65.11,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,-15.07,-7.11,S
20.54,3.62,11.09,S
41.22,-4.87,43.26,S
30.77,-13.04,21.97,S
20.54,-0.11,12.03,S
20.54,13.28,18.21,S
20.54,-17.18,-1.47,S
30.77,-6.44,26.57,S
20.54,15.99,14.49,S
30.77,-23.96,27.29,S
20.54,23.12,-31.33,S
20.54,29.26,-25.01,S
41.22,-0.03,0.03,S
30.77,3.1,25.71,S
30.77,13.89,33.8,S
41.22,-14.57,40.52,S
30.77,-49.93,6.94,S
20.54,-13.39,-9.92,S
20.54,35.15,15.44,S
61.7,5.87,68.59,S
20.54,36.42,-2.08,S
41.22,4.42,40.43,S
20.54,-3.09,10.75,S
20.54,10.16,21.44,S
51.57,13.12,63.99,S
20.54,25.15,16.6,S
71.6,10.25,-21.6,S
30.77,-10.05,24.97,S
51.57,-6.4,58.71,S
20.54,-5.36,7.98,S
41.22,-0.21,42.37,S
30.77,28.16,36.05,S
20.54,-14.85,15.25,S
20.54,1.58,11.89,S
30.77,-10.88,-24.2,S
61.7,-0.04,0.04,S
20.54,-27.43,4.26,S
61.7,-7.92,73.21,S
51.57,-25.02,50.55,S
30.77,18.18,30.27,S
51.57,5.33,54.9,S
41.22,9.31,37.8,S
71.6,-0.04,0.05,S
81.35,-0.24,-24.03,S
51.57,-18.37,55.88,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
51.57,-11.71,58.46,S
30.77,-27.26,20.69,S
41.22,22.15,41.13,S
20.54,-16.13,-4.67,G
20.54,-9.52,-13.99,S
20.54,-1.74,11.57,S
30.77,-0.15,26.58,S
20.54,-26.87,1.22,S
20.54,0.11,-26.61,G
51.57,-0.03,0.04,S
20.54,-17.35,7.46,G
30.77,9.51,37.16,G
81.35,21.06,22.4,G
30.77,-22.84,-15.29,S
20.54,-11.72,-12.03,G
61.7,15.28,-29.05,*
41.22,-9.31,43.05,S
20.54,-16.46,11.28,S
30.77,-0.02,0.03,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,-15.07,-7.11,S
20.54,3.62,11.09,S
30.77,-13.04,21.97,G
20.54,-0.11,12.03,S
20.54,13.28,18.21,G
41.22,-20.46,-17.64,G
20.54,-17.18,-1.47,G
30.77,-6.44,26.57,G
30.77,-39.62,10.61,S
20.54,15.99,14.49,G
30.77,-23.96,27.29,S
41.22,-0.03,0.03,G
30.77,3.1,25.71,S
30.77,13.89,33.8,G
41.22,-14.57,40.52,G
20.54,-9.22,-24.04,S
30.77,-49.93,6.94,G
51.57,-15.72,-29.08,G
20.54,-13.39,-9.92,G
41.22,-19.48,36.56,S
41.22,4.42,40.43,G
20.54,-3.09,10.75,G
20.54,10.16,21.44,G
30.77,-27.32,-6.72,G
30.77,-10.05,24.97,G
20.54,-5.36,7.98,S
20.54,-5.25,-25.49,S
30.77,28.16,36.05,G
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,S
20.54,1.58,11.89,G
30.77,-10.88,-24.2,G
61.7,-0.04,0.04,G
20.54,-27.43,4.26,G
30.77,-15.41,-22,G
30.77,18.18,30.27,S
81.35,22.62,-5.51,G
41.22,9.31,37.8,G
30.77,-3.32,26.87,G
20.54,-0.02,0.02,G
51.57,-11.71,58.46,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,G
20.54,24.14,-14.33,S
41.22,22.15,41.13,S
20.54,-1.74,11.57,S
30.77,-0.15,26.58,S
20.54,-17.35,7.46,S
20.54,22.74,-16.65,S
30.77,9.51,37.16,S
20.54,-11.72,-12.03,S
20.54,-16.46,11.28,S
30.77,-0.02,0.03,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,3.62,11.09,S
30.77,-13.04,21.97,S
20.54,-0.11,12.03,S
20.54,13.28,18.21,S
20.54,-17.18,-1.47,S
30.77,-6.44,26.57,S
20.54,15.99,14.49,S
41.22,-0.03,0.03,S
30.77,3.1,25.71,S
41.22,-14.57,40.52,S
20.54,-13.39,-9.92,S
20.54,-3.09,10.75,S
20.54,10.16,21.44,S
71.6,10.25,-21.6,S
20.54,-5.36,7.98,S
20.54,1.58,11.89,S
61.7,-0.04,0.04,S
30.77,18.18,30.27,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
20.54,7.63,-35.92,*
20.54,-1.74,11.57,S
30.77,-0.15,26.58,*
71.6,38.22,29.22,*
71.6,32.18,12.57,*
30.77,-0.02,0.03,G
81.35,22.67,17.48,*
20.54,-4.47,9.36,G
15.6,-0.02,0.02,G
20.54,3.62,11.09,G
41.22,-4.87,43.26,*
30.77,-13.04,21.97,G
20.54,-0.11,12.03,G
20.54,13.28,18.21,G
71.6,32.41,7.97,*
20.54,-17.18,-1.47,G
30.77,-6.44,26.57,G
20.54,15.99,14.49,*
71.6,31.7,17.23,*
71.6,26.62,-18.32,*
41.22,-0.03,0.03,G
30.77,3.1,25.71,G
30.77,13.89,33.8,G
41.22,-14.57,40.52,G
20.54,-13.39,-9.92,G
41.22,4.42,40.43,G
20.54,-3.09,10.75,G
81.35,23.18,13.11,*
20.54,10.16,21.44,G
71.6,29.26,-13.95,*
30.77,-10.05,24.97,G
81.35,23.67,9.47,*
20.54,-5.36,7.98,G
41.22,-0.21,42.37,G
30.77,28.16,36.05,S
20.54,1.58,11.89,G
61.7,-0.04,0.04,G
51.57,5.33,54.9,G
41.22,9.31,37.8,G
30.77,-3.32,26.87,G
20.54,-0.02,0.02,G
51.57,-11.71,58.46,G
81.35,14.87,30.96,*
41.22,22.15,41.13,*
30.77,28.16,36.05,*
20.54,-1.74,11.57,S
30.77,-0.02,0.03,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,-15.07,-7.11,S
20.54,3.62,11.09,S
41.22,-4.87,43.26,S
30.77,-13.04,21.97,S
20.54,-0.11,12.03,S
20.54,13.28,18.21,S
20.54,-17.18,-1.47,S
30.77,-6.44,26.57,S
20.54,15.99,14.49,S
30.77,-23.96,27.29,S
41.22,-0.03,0.03,S
30.77,3.1,25.71,S
30.77,13.89,33.8,S
41.22,-14.57,40.52,S
20.54,-13.39,-9.92,S
61.7,5.87,68.59,S
41.22,4.42,40.43,S
51.57,19.79,58.75,S
61.7,23.29,-23.79,S
20.54,-3.09,10.75,S
81.35,23.18,13.11,S
20.54,10.16,21.44,S
51.57,13.12,63.99,S
20.54,25.15,16.6,S
71.6,32.89,77.02,S
71.6,29.26,-13.95,S
30.77,-10.05,24.97,S
51.57,14.19,-39.14,S
41.22,29.49,-34.06,S
20.54,-5.36,7.98,S
20.54,-5.25,-25.49,S
41.22,-0.21,42.37,S
30.77,28.16,36.05,S
51.57,22.05,-37.02,S
20.54,-14.85,15.25,S
20.54,26.82,-27.84,S
71.6,0.85,-31.32,S
20.54,1.58,11.89,S
30.77,-10.88,-24.2,S
61.7,-0.04,0.04,S
51.57,5.33,54.9,S
91.08,-13.22,3.82,S
41.22,9.31,37.8,S
51.57,-18.37,55.88,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
51.57,-11.71,58.46,S
41.22,17.04,45.95,S
20.54,-9.52,-13.99,S
20.54,-1.74,11.57,S
30.77,-0.15,26.58,S
30.77,7.86,-43.39,S
20.54,0.11,-26.61,S
20.54,-17.35,7.46,S
20.54,-11.72,-12.03,S
30.77,-0.02,0.03,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,3.62,11.09,S
41.22,-4.87,43.26,S
30.77,-13.04,21.97,S
20.54,-0.11,12.03,S
20.54,13.28,18.21,S
20.54,-17.18,-1.47,S
30.77,-6.44,26.57,S
20.54,23.12,-31.33,S
41.22,-0.03,0.03,S
30.77,13.89,33.8,S
20.54,-9.22,-24.04,S
20.54,-13.39,-9.92,S
20.54,-3.09,10.75,S
20.54,10.16,21.44,S
30.77,-10.05,24.97,S
20.54,-5.36,7.98,S
41.22,-0.21,42.37,S
20.54,-14.85,15.25,S
20.54,1.58,11.89,S
20.54,-27.43,4.26,S
30.77,-15.41,-22,S
41.22,9.31,37.8,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
20.54,-1.74,11.57,S
30.77,-0.15,26.58,S
51.57,-0.03,0.04,S
20.54,-17.35,7.46,S
30.77,9.51,37.16,S
20.54,-11.72,-12.03,S
41.22,-53.43,8.61,S
20.54,-16.46,11.28,S
30.77,-0.02,0.03,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,-15.07,-7.11,S
20.54,3.62,11.09,S
41.22,-4.87,43.26,S
30.77,-13.04,21.97,S
20.54,13.28,18.21,S
30.77,-6.44,26.57,S
30.77,-39.62,10.61,S
30.77,-23.96,27.29,S
20.54,23.12,-31.33,S
20.54,29.26,-25.01,S
41.22,-0.03,0.03,S
30.77,3.1,25.71,S
30.77,13.89,33.8,S
41.22,-14.57,40.52,S
41.22,4.42,40.43,S
51.57,27.4,-33.72,S
20.54,-3.09,10.75,S
20.54,10.16,21.44,S
51.57,13.12,63.99,S
30.77,-10.05,24.97,S
20.54,-5.36,7.98,S
41.22,-0.21,42.37,S
30.77,28.16,36.05,S
51.57,22.05,-37.02,S
20.54,-14.85,15.25,S
20.54,1.58,11.89,S
61.7,-0.04,0.04,S
20.54,-27.43,4.26,S
30.77,18.18,30.27,S
41.22,9.31,37.8,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
51.57,-11.71,58.46,S
30.77,-27.26,20.69,S
41.22,17.04,45.95,S
20.54,-1.74,11.57,S
20.54,-26.87,1.22,S
20.54,0.11,-26.61,S
51.57,-0.03,0.04,S
20.54,-17.35,7.46,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,-15.07,-7.11,S
20.54,-0.11,12.03,S
20.54,13.28,18.21,S
41.22,-0.03,0.03,S
30.77,3.1,25.71,S
30.77,13.89,33.8,S
20.54,-3.09,10.75,S
20.54,10.16,21.44,S
41.22,24.29,-38.02,S
71.6,29.26,-13.95,S
30.77,-10.05,24.97,S
20.54,-5.36,7.98,S
20.54,-5.25,-25.49,S
61.7,9.58,-30.64,S
30.77,28.16,36.05,S
20.54,-14.85,15.25,S
20.54,1.58,11.89,S
30.77,18.18,30.27,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
30.77,-0.15,26.58,*
51.57,-0.03,0.04,S
20.54,-17.35,7.46,S
20.54,-11.72,-12.03,S
61.7,15.28,-29.05,*
30.77,-0.02,0.03,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,3.62,11.09,S
20.54,-17.18,-1.47,S
30.77,-6.44,26.57,S
30.77,-7.86,-33.8,S
41.22,-0.03,0.03,S
30.77,3.1,25.71,S
20.54,-13.39,-9.92,S
20.54,-3.09,10.75,S
20.54,10.16,21.44,S
30.77,-27.32,-6.72,S
30.77,-10.05,24.97,S
20.54,-5.36,7.98,S
20.54,-5.25,-25.49,S
41.22,-0.21,42.37,S
61.7,9.58,-30.64,S
20.54,-14.85,15.25,S
20.54,1.58,11.89,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
20.54,-1.74,11.57,S
30.77,-0.15,26.58,S
20.54,-26.87,1.22,S
51.57,-0.03,0.04,S
30.77,9.51,37.16,S
41.22,-9.31,43.05,S
30.77,-0.02,0.03,S
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,3.62,11.09,S
41.22,-4.87,43.26,S
30.77,-13.04,21.97,S
20.54,-0.11,12.03,S
20.54,13.28,18.21,S
20.54,-17.18,-1.47,S
30.77,-6.44,26.57,S
20.54,15.99,14.49,S
41.22,-0.03,0.03,S
30.77,3.1,25.71,S
30.77,13.89,33.8,S
41.22,-14.57,40.52,S
20.54,-13.39,-9.92,S
41.22,4.42,40.43,S
20.54,-3.09,10.75,S
20.54,10.16,21.44,S
30.77,-10.05,24.97,S
41.22,-0.21,42.37,S
30.77,28.16,36.05,S
20.54,-14.85,15.25,S
20.54,1.58,11.89,S
61.7,-0.04,0.04,S
20.54,-27.43,4.26,S
30.77,18.18,30.27,S
51.57,5.33,54.9,S
41.22,9.31,37.8,S
71.6,-0.04,0.05,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
51.57,-11.71,58.46,S
30.77,-27.26,20.69,S
41.22,17.04,45.95,S
20.54,-1.74,11.57,S
51.57,-0.03,0.04,*
30.77,9.51,37.16,*
20.54,-4.47,9.36,S
15.6,-0.02,0.02,S
20.54,-15.07,-7.11,S
20.54,3.62,11.09,S
20.54,13.28,18.21,S
20.54,-17.18,-1.47,S
20.54,23.12,-31.33,S
71.6,26.62,-18.32,S
41.22,-0.03,0.03,S
30.77,13.89,33.8,S
20.54,-13.39,-9.92,S
81.35,-16.44,-9.33,S
61.7,23.29,-23.79,S
20.54,-3.09,10.75,S
81.35,23.18,13.11,S
20.54,10.16,21.44,S
20.54,25.15,16.6,S
71.6,10.25,-21.6,S
71.6,29.26,-13.95,S
20.54,-5.36,7.98,S
30.77,28.16,36.05,S
51.57,22.05,-37.02,S
30.77,-10.88,-24.2,S
20.54,-27.43,4.26,S
30.77,18.18,30.27,S
81.35,22.62,-5.51,S
81.35,23.74,6.18,S
30.77,-3.32,26.87,S
20.54,-0.02,0.02,S
71.6,-5.09,-30.75,S
41.22,17.04,45.95,S
20.54,-9.52,-13.99,S
20.54,-1.74,11.57,S
